filename,label,good_hits,bad_hits,good_terms_found,bad_terms_found
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/59011090.pdf,DIGITAL-MEDIA,2,0,communication,
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/27419236.pdf,DIGITAL-MEDIA,13,0,"communication, implemented, leadership, manager, pmp, sql",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/24658786.pdf,DIGITAL-MEDIA,12,0,"designed, expert, implemented, leadership, manager, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/80679862.pdf,DIGITAL-MEDIA,19,0,"communication, designed, expert, implemented, lead, manager, optimized, senior, teamwork",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/17432318.pdf,DIGITAL-MEDIA,2,0,communication,
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/15353911.pdf,DIGITAL-MEDIA,4,0,"designed, lead, manager",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/30504149.pdf,DIGITAL-MEDIA,6,0,"implemented, leadership, manager, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/24574164.pdf,DIGITAL-MEDIA,17,0,"delivered, designed, implemented, lead, manager, r, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/23085604.pdf,DIGITAL-MEDIA,22,0,"communication, designed, expert, implemented, problem solving",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/31909493.pdf,DIGITAL-MEDIA,13,1,"communication, lead, leadership, optimized",helped with
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/18501746.pdf,DIGITAL-MEDIA,3,0,"manager, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/18900722.pdf,DIGITAL-MEDIA,7,0,"communication, delivered, lead, leadership",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/28679359.pdf,DIGITAL-MEDIA,14,0,"jira, lead, leadership, manager",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/14945250.pdf,DIGITAL-MEDIA,14,0,"achieved, delivered, designed, implemented, lead, leadership, manager, teamwork",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/25525152.pdf,DIGITAL-MEDIA,2,0,communication,
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/17132168.pdf,DIGITAL-MEDIA,8,0,"communication, lead, leadership, manager, problem solving, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/27981289.pdf,DIGITAL-MEDIA,12,0,"javascript, jira, lead, manager, pmp",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/26341987.pdf,DIGITAL-MEDIA,25,0,"communication, implemented, lead, leadership, manager, senior, sql",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/13503650.pdf,DIGITAL-MEDIA,3,0,"communication, expert, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/70196518.pdf,DIGITAL-MEDIA,5,1,"communication, designed, expert, implemented",hardworking
